,Date,ISIN,Security Description,Indicative Value Of Aggregate Holding Of FPIS (INR CR#),Outstanding Position Of Govt# Securities (INR CR#),Sec Holdings (%)
9765,09-May-2019,IN0020180017,06.65 GS 2020,149.00000,43545.96100,0.34
9766,09-May-2019,IN0020190016,07.27 GS 2026,25.00000,8000.00000,0.31
9767,09-May-2019,IN0020150044,08.13 GS 2045,265.00000,98000.00000,0.27
9768,09-May-2019,IN0020100031,08.30 GS 2040,178.25000,90000.00000,0.20
9769,09-May-2019,IN0020092071,GOI FRB 2020,15.00000,13000.00000,0.12
9770,09-May-2019,IN0020090042,06.90 GS 2019,30.36300,42840.00000,0.07
9771,09-May-2019,IN0020070044,08.32 GS 2032,55.00000,89434.05000,0.06
9772,09-May-2019,IN0020160092,06.62 GS 2051,30.00000,55000.00000,0.05
9773,09-May-2019,IN0020000025,10.70 GS 2020,1.55000,6000.00000,0.03
9774,09-May-2019,IN0020060086,08.28 GS 2032,30.00000,90687.11000,0.03
9775,08-May-2019,IN0020060078,08.24 GS 2027,5766.05500,111388.55000,5.18
9776,08-May-2019,IN0020150093,07.59 GS 2026,5862.90400,119000.00000,4.93
9777,08-May-2019,IN0020070051,08.13 GS 2022,3384.70000,70495.28000,4.80
9778,08-May-2019,IN0020120039,08.33 GS 2026,4124.51000,90000.00000,4.58
9779,08-May-2019,IN0020140045,08.40 GS 2024,4065.96100,90000.00000,4.52
9780,08-May-2019,IN0020150036,07.72 GS 2025,3561.73400,90031.81400,3.96
9781,08-May-2019,IN0020140060,08.15 GS 2026,3260.58000,86489.20600,3.77
9782,08-May-2019,IN0020150028,07.88 GS 2030,3325.01100,89000.00000,3.74
9783,08-May-2019,IN0020160050,06.84 GS 2022,3614.98100,99000.00000,3.65
9784,08-May-2019,IN0020120054,08.12 GS 2020,2563.19900,76000.00000,3.37
9785,08-May-2019,IN0020070069,08.28 GS 2027,2650.53300,90000.72100,2.95
9786,08-May-2019,IN0020140029,08.27 GS 2020,1951.09200,73000.00000,2.67
9787,08-May-2019,IN0020130038,07.28 GS 2019,1070.07900,41188.00000,2.60
9788,08-May-2019,IN0020120047,08.20 GS 2025,2252.91000,90000.00000,2.50
9789,08-May-2019,IN0020110071,08.19 GS 2020,1498.23300,74000.00000,2.02
9790,08-May-2019,IN0020020171,06.35 GS 2020,1200.01400,61000.00000,1.97
9791,08-May-2019,IN0020130079,09.23 GS 2043,1537.00000,79472.28000,1.93
9792,08-May-2019,IN0020160019,07.61 GS 2030,1636.22400,85000.00000,1.92
9793,08-May-2019,IN0020180454,07.26 GS 2029,721.24100,40864.70200,1.76
9794,08-May-2019,IN0020180470,07.00 GS 2021,315.00000,21000.00000,1.50
9795,08-May-2019,IN0020100015,07.80 GS 2020,1078.93000,75000.00000,1.44
9796,08-May-2019,IN0020090034,07.35 GS 2024,1196.12800,90168.02200,1.33
9797,08-May-2019,IN0020160035,06.97 GS 2026,1125.49300,91578.39300,1.23
9798,08-May-2019,IN0020160100,06.57 GS 2033,690.00000,66655.88700,1.04
9799,08-May-2019,IN0020120062,08.30 GS 2042,1074.15000,104529.44000,1.03
9800,08-May-2019,IN0020170042,06.68 GS 2031,876.57200,93251.70300,0.94
9801,08-May-2019,IN0020150051,07.73 GS 2034,911.80700,100000.00000,0.91
9802,08-May-2019,IN0020050012,07.40 GS 2035,792.00000,99245.00000,0.80
9803,08-May-2019,IN0020020106,07.95 GS 2032,940.35000,121000.00000,0.78
9804,08-May-2019,IN0020070036,08.26 GS 2027,560.00000,73728.00600,0.76
9805,08-May-2019,IN0020160068,07.06 GS 2046,747.23000,100000.00000,0.75
9806,08-May-2019,IN0020110055,08.97 GS 2030,666.50000,90000.00000,0.74
9807,08-May-2019,IN0020110063,08.83 GS 2041,627.50000,90000.00000,0.70
9808,08-May-2019,IN0020140078,08.17 GS 2044,598.38500,97000.00000,0.62
9809,08-May-2019,IN0020160118,06.79 GS 2029,626.98000,118801.12300,0.53
9810,08-May-2019,IN0020130053,09.20 GS 2030,270.05100,61884.55000,0.44
9811,08-May-2019,IN0020140052,08.24 GS 2033,389.11500,99275.00000,0.39
9812,08-May-2019,IN0020180017,06.65 GS 2020,149.00000,43545.96100,0.34
9813,08-May-2019,IN0020190016,07.27 GS 2026,25.00000,8000.00000,0.31
9814,08-May-2019,IN0020150044,08.13 GS 2045,265.00000,98000.00000,0.27
9815,08-May-2019,IN0020100031,08.30 GS 2040,178.25000,90000.00000,0.20
9816,08-May-2019,IN0020092071,GOI FRB 2020,15.00000,13000.00000,0.12
9817,08-May-2019,IN0020090042,06.90 GS 2019,30.36300,42840.00000,0.07
9818,08-May-2019,IN0020070044,08.32 GS 2032,55.00000,89434.05000,0.06
9819,08-May-2019,IN0020160092,06.62 GS 2051,30.00000,55000.00000,0.05
9820,08-May-2019,IN0020000025,10.70 GS 2020,1.55000,6000.00000,0.03
9821,08-May-2019,IN0020060086,08.28 GS 2032,30.00000,90687.11000,0.03
9822,07-May-2019,IN0020060078,08.24 GS 2027,5966.05500,111388.55000,5.36
9823,07-May-2019,IN0020150093,07.59 GS 2026,5862.90400,119000.00000,4.93
9824,07-May-2019,IN0020070051,08.13 GS 2022,3384.70000,70495.28000,4.80
9825,07-May-2019,IN0020120039,08.33 GS 2026,4124.51000,90000.00000,4.58
9826,07-May-2019,IN0020140045,08.40 GS 2024,4065.96100,90000.00000,4.52
9827,07-May-2019,IN0020150036,07.72 GS 2025,3561.73400,90031.81400,3.96
9828,07-May-2019,IN0020140060,08.15 GS 2026,3260.58000,86489.20600,3.77
9829,07-May-2019,IN0020150028,07.88 GS 2030,3325.01100,89000.00000,3.74
9830,07-May-2019,IN0020160050,06.84 GS 2022,3464.98100,99000.00000,3.50
9831,07-May-2019,IN0020120054,08.12 GS 2020,2563.19900,76000.00000,3.37
9832,07-May-2019,IN0020070069,08.28 GS 2027,2650.53300,90000.72100,2.95
9833,07-May-2019,IN0020140029,08.27 GS 2020,1951.09200,73000.00000,2.67
9834,07-May-2019,IN0020130038,07.28 GS 2019,1070.07900,41188.00000,2.60
9835,07-May-2019,IN0020120047,08.20 GS 2025,2252.91000,90000.00000,2.50
9836,07-May-2019,IN0020110071,08.19 GS 2020,1498.23300,74000.00000,2.02
9837,07-May-2019,IN0020020171,06.35 GS 2020,1200.01400,61000.00000,1.97
9838,07-May-2019,IN0020130079,09.23 GS 2043,1537.00000,79472.28000,1.93
9839,07-May-2019,IN0020160019,07.61 GS 2030,1636.22400,85000.00000,1.92
9840,07-May-2019,IN0020180454,07.26 GS 2029,696.24100,40864.70200,1.70
9841,07-May-2019,IN0020180470,07.00 GS 2021,315.00000,21000.00000,1.50
9842,07-May-2019,IN0020100015,07.80 GS 2020,1078.93000,75000.00000,1.44
9843,07-May-2019,IN0020090034,07.35 GS 2024,1196.12800,90168.02200,1.33
9844,07-May-2019,IN0020160035,06.97 GS 2026,1125.49300,91578.39300,1.23
9845,07-May-2019,IN0020160100,06.57 GS 2033,690.00000,66655.88700,1.04
9846,07-May-2019,IN0020120062,08.30 GS 2042,1074.15000,104529.44000,1.03
9847,07-May-2019,IN0020170042,06.68 GS 2031,876.57200,93251.70300,0.94
9848,07-May-2019,IN0020150051,07.73 GS 2034,911.80700,100000.00000,0.91
9849,07-May-2019,IN0020050012,07.40 GS 2035,792.00000,99245.00000,0.80
9850,07-May-2019,IN0020020106,07.95 GS 2032,937.35000,121000.00000,0.77
9851,07-May-2019,IN0020070036,08.26 GS 2027,560.00000,73728.00600,0.76
9852,07-May-2019,IN0020160068,07.06 GS 2046,747.23000,100000.00000,0.75
9853,07-May-2019,IN0020110055,08.97 GS 2030,666.50000,90000.00000,0.74
9854,07-May-2019,IN0020140078,08.17 GS 2044,598.38500,97000.00000,0.62
9855,07-May-2019,IN0020160118,06.79 GS 2029,626.98000,118801.12300,0.53
9856,07-May-2019,IN0020130053,09.20 GS 2030,270.05100,61884.55000,0.44
9857,07-May-2019,IN0020110063,08.83 GS 2041,377.50000,90000.00000,0.42
9858,07-May-2019,IN0020140052,08.24 GS 2033,389.11500,99275.00000,0.39
9859,07-May-2019,IN0020180017,06.65 GS 2020,149.00000,43545.96100,0.34
9860,07-May-2019,IN0020190016,07.27 GS 2026,25.00000,8000.00000,0.31
9861,07-May-2019,IN0020150044,08.13 GS 2045,265.00000,98000.00000,0.27
9862,07-May-2019,IN0020100031,08.30 GS 2040,178.25000,90000.00000,0.20
9863,07-May-2019,IN0020092071,GOI FRB 2020,15.00000,13000.00000,0.12
9864,07-May-2019,IN0020090042,06.90 GS 2019,30.36300,42840.00000,0.07
9865,07-May-2019,IN0020070044,08.32 GS 2032,55.00000,89434.05000,0.06
9866,07-May-2019,IN0020160092,06.62 GS 2051,30.00000,55000.00000,0.05
9867,07-May-2019,IN0020000025,10.70 GS 2020,1.55000,6000.00000,0.03
9868,07-May-2019,IN0020060086,08.28 GS 2032,30.00000,90687.11000,0.03
9869,06-May-2019,IN0020060078,08.24 GS 2027,5966.05500,111388.55000,5.36
9870,06-May-2019,IN0020150093,07.59 GS 2026,5862.90400,119000.00000,4.93
9871,06-May-2019,IN0020070051,08.13 GS 2022,3384.70000,70495.28000,4.80
9872,06-May-2019,IN0020120039,08.33 GS 2026,4124.51000,90000.00000,4.58
9873,06-May-2019,IN0020140045,08.40 GS 2024,4065.96100,90000.00000,4.52
9874,06-May-2019,IN0020150036,07.72 GS 2025,3561.73400,90031.81400,3.96
9875,06-May-2019,IN0020140060,08.15 GS 2026,3260.58000,86489.20600,3.77
9876,06-May-2019,IN0020150028,07.88 GS 2030,3325.01100,89000.00000,3.74
9877,06-May-2019,IN0020160050,06.84 GS 2022,3464.98100,99000.00000,3.50
9878,06-May-2019,IN0020120054,08.12 GS 2020,2563.19900,76000.00000,3.37
9879,06-May-2019,IN0020070069,08.28 GS 2027,2650.53300,90000.72100,2.95
9880,06-May-2019,IN0020140029,08.27 GS 2020,1951.09200,73000.00000,2.67
9881,06-May-2019,IN0020130038,07.28 GS 2019,1070.07900,41188.00000,2.60
9882,06-May-2019,IN0020120047,08.20 GS 2025,2242.91000,90000.00000,2.49
9883,06-May-2019,IN0020110071,08.19 GS 2020,1498.23300,74000.00000,2.02
9884,06-May-2019,IN0020020171,06.35 GS 2020,1200.01400,61000.00000,1.97
9885,06-May-2019,IN0020130079,09.23 GS 2043,1537.00000,79472.28000,1.93
9886,06-May-2019,IN0020160019,07.61 GS 2030,1636.22400,85000.00000,1.92
9887,06-May-2019,IN0020180454,07.26 GS 2029,696.24100,40864.70200,1.70
9888,06-May-2019,IN0020180470,07.00 GS 2021,310.00000,21000.00000,1.48
9889,06-May-2019,IN0020100015,07.80 GS 2020,1078.93000,75000.00000,1.44
9890,06-May-2019,IN0020090034,07.35 GS 2024,1196.12800,90168.02200,1.33
9891,06-May-2019,IN0020160035,06.97 GS 2026,1135.49300,91578.39300,1.24
9892,06-May-2019,IN0020160100,06.57 GS 2033,690.00000,66655.88700,1.04
9893,06-May-2019,IN0020120062,08.30 GS 2042,1074.15000,104529.44000,1.03
9894,06-May-2019,IN0020170042,06.68 GS 2031,876.57200,93251.70300,0.94
9895,06-May-2019,IN0020150051,07.73 GS 2034,911.80700,100000.00000,0.91
9896,06-May-2019,IN0020050012,07.40 GS 2035,792.00000,99245.00000,0.80
9897,06-May-2019,IN0020020106,07.95 GS 2032,937.35000,121000.00000,0.77
9898,06-May-2019,IN0020070036,08.26 GS 2027,560.00000,73728.00600,0.76
9899,06-May-2019,IN0020160068,07.06 GS 2046,747.23000,100000.00000,0.75
9900,06-May-2019,IN0020110055,08.97 GS 2030,666.50000,90000.00000,0.74
9901,06-May-2019,IN0020140078,08.17 GS 2044,598.38500,97000.00000,0.62
9902,06-May-2019,IN0020160118,06.79 GS 2029,626.98000,118801.12300,0.53
9903,06-May-2019,IN0020130053,09.20 GS 2030,270.05100,61884.55000,0.44
9904,06-May-2019,IN0020110063,08.83 GS 2041,377.50000,90000.00000,0.42
9905,06-May-2019,IN0020140052,08.24 GS 2033,389.11500,99275.00000,0.39
9906,06-May-2019,IN0020180017,06.65 GS 2020,149.00000,43545.96100,0.34
9907,06-May-2019,IN0020190016,07.27 GS 2026,25.00000,8000.00000,0.31
9908,06-May-2019,IN0020150044,08.13 GS 2045,265.00000,98000.00000,0.27
9909,06-May-2019,IN0020100031,08.30 GS 2040,178.25000,90000.00000,0.20
9910,06-May-2019,IN0020092071,GOI FRB 2020,15.00000,13000.00000,0.12
9911,06-May-2019,IN0020090042,06.90 GS 2019,30.36300,42840.00000,0.07
9912,06-May-2019,IN0020070044,08.32 GS 2032,55.00000,89434.05000,0.06
9913,06-May-2019,IN0020160092,06.62 GS 2051,30.00000,55000.00000,0.05
9914,06-May-2019,IN0020000025,10.70 GS 2020,1.55000,6000.00000,0.03
9915,06-May-2019,IN0020060086,08.28 GS 2032,30.00000,90687.11000,0.03
9916,03-May-2019,IN0020060078,08.24 GS 2027,5966.05500,111388.55000,5.36
9917,03-May-2019,IN0020150093,07.59 GS 2026,5862.90400,119000.00000,4.93
9918,03-May-2019,IN0020070051,08.13 GS 2022,3384.70000,70495.28000,4.80
9919,03-May-2019,IN0020120039,08.33 GS 2026,4124.51000,90000.00000,4.58
9920,03-May-2019,IN0020140045,08.40 GS 2024,4066.41100,90000.00000,4.52
9921,03-May-2019,IN0020150036,07.72 GS 2025,3561.73400,90031.81400,3.96
9922,03-May-2019,IN0020140060,08.15 GS 2026,3260.58000,86489.20600,3.77
9923,03-May-2019,IN0020150028,07.88 GS 2030,3325.01100,89000.00000,3.74
9924,03-May-2019,IN0020160050,06.84 GS 2022,3488.58100,99000.00000,3.52
9925,03-May-2019,IN0020120054,08.12 GS 2020,2563.19900,76000.00000,3.37
9926,03-May-2019,IN0020070069,08.28 GS 2027,2650.53300,90000.72100,2.95
9927,03-May-2019,IN0020140029,08.27 GS 2020,1951.09200,73000.00000,2.67
9928,03-May-2019,IN0020130038,07.28 GS 2019,1070.07900,41188.00000,2.60
9929,03-May-2019,IN0020060318,07.94 GS 2021,1258.80000,49425.00000,2.55
9930,03-May-2019,IN0020110071,08.19 GS 2020,1498.23300,74000.00000,2.02
9931,03-May-2019,IN0020020171,06.35 GS 2020,1200.01400,61000.00000,1.97
9932,03-May-2019,IN0020130079,09.23 GS 2043,1537.00000,79472.28000,1.93
9933,03-May-2019,IN0020160019,07.61 GS 2030,1636.22400,85000.00000,1.92
9934,03-May-2019,IN0020180470,07.00 GS 2021,310.00000,18000.00000,1.72
9935,03-May-2019,IN0020180454,07.26 GS 2029,696.24100,40864.70200,1.70
9936,03-May-2019,IN0020100015,07.80 GS 2020,1078.93000,75000.00000,1.44
9937,03-May-2019,IN0020090034,07.35 GS 2024,1196.12800,90168.02200,1.33
9938,03-May-2019,IN0020160035,06.97 GS 2026,1135.49300,91578.39300,1.24
9939,03-May-2019,IN0020160100,06.57 GS 2033,690.00000,66655.88700,1.04
9940,03-May-2019,IN0020120062,08.30 GS 2042,1074.15000,104529.44000,1.03
9941,03-May-2019,IN0020170042,06.68 GS 2031,876.57200,93251.70300,0.94
9942,03-May-2019,IN0020150051,07.73 GS 2034,911.80700,100000.00000,0.91
9943,03-May-2019,IN0020050012,07.40 GS 2035,792.00000,99245.00000,0.80
9944,03-May-2019,IN0020020106,07.95 GS 2032,937.35000,121000.00000,0.77
9945,03-May-2019,IN0020070036,08.26 GS 2027,560.00000,73728.00600,0.76
9946,03-May-2019,IN0020160068,07.06 GS 2046,747.23000,100000.00000,0.75
9947,03-May-2019,IN0020110055,08.97 GS 2030,666.50000,90000.00000,0.74
9948,03-May-2019,IN0020140078,08.17 GS 2044,598.38500,97000.00000,0.62
9949,03-May-2019,IN0020160118,06.79 GS 2029,626.98000,118801.12300,0.53
9950,03-May-2019,IN0020190016,07.27 GS 2026,25.00000,5000.00000,0.50
9951,03-May-2019,IN0020130053,09.20 GS 2030,270.05100,61884.55000,0.44
9952,03-May-2019,IN0020110063,08.83 GS 2041,377.50000,90000.00000,0.42
9953,03-May-2019,IN0020140052,08.24 GS 2033,389.11500,99275.00000,0.39
9954,03-May-2019,IN0020180017,06.65 GS 2020,149.00000,43545.96100,0.34
9955,03-May-2019,IN0020150044,08.13 GS 2045,265.00000,98000.00000,0.27
9956,03-May-2019,IN0020100031,08.30 GS 2040,178.25000,90000.00000,0.20
9957,03-May-2019,IN0020092071,GOI FRB 2020,15.00000,13000.00000,0.12
9958,03-May-2019,IN0020090042,06.90 GS 2019,30.36300,42840.00000,0.07
9959,03-May-2019,IN0020070044,08.32 GS 2032,55.00000,89434.05000,0.06
9960,03-May-2019,IN0020160092,06.62 GS 2051,30.00000,55000.00000,0.05
9961,03-May-2019,IN0020060086,08.28 GS 2032,30.00000,90687.11000,0.03
9962,03-May-2019,IN0020000025,10.70 GS 2020,1.55000,6000.00000,0.03
9963,02-May-2019,IN0020060078,08.24 GS 2027,5966.05500,111388.55000,5.36
9964,02-May-2019,IN0020150093,07.59 GS 2026,5868.90400,119000.00000,4.93
9965,02-May-2019,IN0020070051,08.13 GS 2022,3384.70000,70495.28000,4.80
9966,02-May-2019,IN0020120039,08.33 GS 2026,4124.51000,90000.00000,4.58
9967,02-May-2019,IN0020140045,08.40 GS 2024,4066.41100,90000.00000,4.52
9968,02-May-2019,IN0020150036,07.72 GS 2025,3561.73400,90031.81400,3.96
9969,02-May-2019,IN0020140060,08.15 GS 2026,3260.58000,86489.20600,3.77
9970,02-May-2019,IN0020150028,07.88 GS 2030,3325.01100,89000.00000,3.74
9971,02-May-2019,IN0020160050,06.84 GS 2022,3488.58100,99000.00000,3.52
9972,02-May-2019,IN0020120054,08.12 GS 2020,2563.19900,76000.00000,3.37
9973,02-May-2019,IN0020070069,08.28 GS 2027,2650.53300,90000.72100,2.95
9974,02-May-2019,IN0020140029,08.27 GS 2020,1951.09200,73000.00000,2.67
9975,02-May-2019,IN0020130038,07.28 GS 2019,1070.07900,41188.00000,2.60
9976,02-May-2019,IN0020060318,07.94 GS 2021,1258.80000,49425.00000,2.55
9977,02-May-2019,IN0020180454,07.26 GS 2029,856.24100,40864.70200,2.10
9978,02-May-2019,IN0020110071,08.19 GS 2020,1498.23300,74000.00000,2.02
9979,02-May-2019,IN0020020171,06.35 GS 2020,1200.01400,61000.00000,1.97
9980,02-May-2019,IN0020130079,09.23 GS 2043,1537.00000,79472.28000,1.93
9981,02-May-2019,IN0020160019,07.61 GS 2030,1636.22400,85000.00000,1.92
9982,02-May-2019,IN0020180470,07.00 GS 2021,310.00000,18000.00000,1.72
9983,02-May-2019,IN0020100015,07.80 GS 2020,1113.93000,75000.00000,1.49
9984,02-May-2019,IN0020090034,07.35 GS 2024,1317.12800,90168.02200,1.46
9985,02-May-2019,IN0020160035,06.97 GS 2026,1254.03300,91578.39300,1.37
9986,02-May-2019,IN0020160100,06.57 GS 2033,690.00000,66655.88700,1.04
9987,02-May-2019,IN0020120062,08.30 GS 2042,1074.15000,104529.44000,1.03
9988,02-May-2019,IN0020170042,06.68 GS 2031,876.57200,93251.70300,0.94
9989,02-May-2019,IN0020150051,07.73 GS 2034,901.80700,100000.00000,0.90
9990,02-May-2019,IN0020050012,07.40 GS 2035,792.00000,99245.00000,0.80
9991,02-May-2019,IN0020020106,07.95 GS 2032,937.35000,121000.00000,0.77
9992,02-May-2019,IN0020070036,08.26 GS 2027,560.00000,73728.00600,0.76
9993,02-May-2019,IN0020160068,07.06 GS 2046,747.23000,100000.00000,0.75
9994,02-May-2019,IN0020110055,08.97 GS 2030,666.50000,90000.00000,0.74
9995,02-May-2019,IN0020140078,08.17 GS 2044,598.38500,97000.00000,0.62
9996,02-May-2019,IN0020160118,06.79 GS 2029,626.98000,118801.12300,0.53
9997,02-May-2019,IN0020190016,07.27 GS 2026,25.00000,5000.00000,0.50
9998,02-May-2019,IN0020130053,09.20 GS 2030,270.05100,61884.55000,0.44
9999,02-May-2019,IN0020110063,08.83 GS 2041,367.50000,90000.00000,0.41
10000,02-May-2019,IN0020140052,08.24 GS 2033,389.11500,99275.00000,0.39
10001,02-May-2019,IN0020180017,06.65 GS 2020,149.00000,43545.96100,0.34
10002,02-May-2019,IN0020150044,08.13 GS 2045,265.00000,98000.00000,0.27
10003,02-May-2019,IN0020100031,08.30 GS 2040,178.25000,90000.00000,0.20
10004,02-May-2019,IN0020092071,GOI FRB 2020,15.00000,13000.00000,0.12
10005,02-May-2019,IN0020090042,06.90 GS 2019,30.36300,42840.00000,0.07
10006,02-May-2019,IN0020070044,08.32 GS 2032,55.00000,89434.05000,0.06
10007,02-May-2019,IN0020160092,06.62 GS 2051,30.00000,55000.00000,0.05
10008,02-May-2019,IN0020060086,08.28 GS 2032,30.00000,90687.11000,0.03
10009,02-May-2019,IN0020000025,10.70 GS 2020,1.55000,6000.00000,0.03
10010,30-Apr-2019,IN0020060078,08.24 GS 2027,5966.05500,111388.55000,5.36
10011,30-Apr-2019,IN0020150093,07.59 GS 2026,5868.90400,119000.00000,4.93
10012,30-Apr-2019,IN0020070051,08.13 GS 2022,3384.70000,70495.28000,4.80
10013,30-Apr-2019,IN0020120039,08.33 GS 2026,4124.51000,90000.00000,4.58
10014,30-Apr-2019,IN0020140045,08.40 GS 2024,4066.41100,90000.00000,4.52
10015,30-Apr-2019,IN0020150036,07.72 GS 2025,3561.73400,90031.81400,3.96
10016,30-Apr-2019,IN0020140060,08.15 GS 2026,3260.58000,86489.20600,3.77
10017,30-Apr-2019,IN0020150028,07.88 GS 2030,3325.01100,89000.00000,3.74
10018,30-Apr-2019,IN0020160050,06.84 GS 2022,3488.58100,99000.00000,3.52
10019,30-Apr-2019,IN0020120054,08.12 GS 2020,2563.19900,76000.00000,3.37
10020,30-Apr-2019,IN0020070069,08.28 GS 2027,2650.53300,90000.72100,2.95
10021,30-Apr-2019,IN0020140029,08.27 GS 2020,1951.09200,73000.00000,2.67
10022,30-Apr-2019,IN0020130038,07.28 GS 2019,1070.07900,41188.00000,2.60
10023,30-Apr-2019,IN0020060318,07.94 GS 2021,1258.80000,49425.00000,2.55
10024,30-Apr-2019,IN0020180454,07.26 GS 2029,838.24100,40864.70200,2.05
10025,30-Apr-2019,IN0020110071,08.19 GS 2020,1498.23300,74000.00000,2.02
10026,30-Apr-2019,IN0020020171,06.35 GS 2020,1200.01400,61000.00000,1.97
10027,30-Apr-2019,IN0020130079,09.23 GS 2043,1537.00000,79472.28000,1.93
10028,30-Apr-2019,IN0020160019,07.61 GS 2030,1636.22400,85000.00000,1.92
10029,30-Apr-2019,IN0020180470,07.00 GS 2021,310.00000,18000.00000,1.72
10030,30-Apr-2019,IN0020100015,07.80 GS 2020,1113.93000,75000.00000,1.49
10031,30-Apr-2019,IN0020090034,07.35 GS 2024,1320.94600,90168.02200,1.46
10032,30-Apr-2019,IN0020160035,06.97 GS 2026,1254.03300,91578.39300,1.37
10033,30-Apr-2019,IN0020160100,06.57 GS 2033,690.00000,66655.88700,1.04
10034,30-Apr-2019,IN0020120062,08.30 GS 2042,1074.15000,104529.44000,1.03
10035,30-Apr-2019,IN0020170042,06.68 GS 2031,851.57200,93251.70300,0.91
10036,30-Apr-2019,IN0020150051,07.73 GS 2034,883.30700,100000.00000,0.88
10037,30-Apr-2019,IN0020050012,07.40 GS 2035,792.00000,99245.00000,0.80
10038,30-Apr-2019,IN0020020106,07.95 GS 2032,937.35000,121000.00000,0.77
10039,30-Apr-2019,IN0020070036,08.26 GS 2027,560.00000,73728.00600,0.76
10040,30-Apr-2019,IN0020160068,07.06 GS 2046,750.21000,100000.00000,0.75
10041,30-Apr-2019,IN0020110055,08.97 GS 2030,666.50000,90000.00000,0.74
10042,30-Apr-2019,IN0020140078,08.17 GS 2044,598.38500,97000.00000,0.62
10043,30-Apr-2019,IN0020160118,06.79 GS 2029,626.98000,118801.12300,0.53
10044,30-Apr-2019,IN0020190016,07.27 GS 2026,25.00000,5000.00000,0.50
10045,30-Apr-2019,IN0020130053,09.20 GS 2030,270.05100,61884.55000,0.44
10046,30-Apr-2019,IN0020110063,08.83 GS 2041,367.50000,90000.00000,0.41
10047,30-Apr-2019,IN0020140052,08.24 GS 2033,392.81200,99275.00000,0.40
10048,30-Apr-2019,IN0020180017,06.65 GS 2020,149.00000,43545.96100,0.34
10049,30-Apr-2019,IN0020150044,08.13 GS 2045,265.00000,98000.00000,0.27
10050,30-Apr-2019,IN0020100031,08.30 GS 2040,178.25000,90000.00000,0.20
10051,30-Apr-2019,IN0020092071,GOI FRB 2020,15.00000,13000.00000,0.12
10052,30-Apr-2019,IN0020090042,06.90 GS 2019,30.36300,42840.00000,0.07
10053,30-Apr-2019,IN0020070044,08.32 GS 2032,55.00000,89434.05000,0.06
10054,30-Apr-2019,IN0020160092,06.62 GS 2051,30.00000,55000.00000,0.05
10055,30-Apr-2019,IN0020060045,08.33 GS 2036,30.14000,86000.00000,0.04
10056,30-Apr-2019,IN0020060086,08.28 GS 2032,30.00000,90687.11000,0.03
10057,30-Apr-2019,IN0020000025,10.70 GS 2020,1.55000,6000.00000,0.03
10058,26-Apr-2019,IN0020060078,08.24 GS 2027,5966.05500,111388.55000,5.36
10059,26-Apr-2019,IN0020150093,07.59 GS 2026,5868.90400,119000.00000,4.93
10060,26-Apr-2019,IN0020070051,08.13 GS 2022,3384.70000,70495.28000,4.80
10061,26-Apr-2019,IN0020120039,08.33 GS 2026,4124.51000,90000.00000,4.58
10062,26-Apr-2019,IN0020140045,08.40 GS 2024,4066.41100,90000.00000,4.52
10063,26-Apr-2019,IN0020150036,07.72 GS 2025,3661.73400,90031.81400,4.07
10064,26-Apr-2019,IN0020140060,08.15 GS 2026,3268.14000,86489.20600,3.78
10065,26-Apr-2019,IN0020150028,07.88 GS 2030,3325.01100,89000.00000,3.74
10066,26-Apr-2019,IN0020160050,06.84 GS 2022,3488.58100,99000.00000,3.52
10067,26-Apr-2019,IN0020120054,08.12 GS 2020,2563.19900,76000.00000,3.37
